business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
Jindal Panther TMT Dealer - Akay Steel | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94370 31363,https://www.jindalpanther.com/,,,"Radharani Para, Balangir, Odisha 767001",Radharani Para,20.7127216,83.4945175,ChIJ7V3WYw0PJDoRifmpQzkKKTo,https://www.google.com/maps/place/?q=place_id:ChIJ7V3WYw0PJDoRifmpQzkKKTo,part_353,2026-09-20 20:18:18,2863
Jindal Panther TMT Dealer - Narayani Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94376 38160,https://www.jindalpanther.com/,,,"Bhawanipatna - Balangir Hwy, Bargaon, Balangir, Odisha 767032",767032,20.4364384,83.3498522,ChIJ72c9n7ZvJDoRmPC2IzJRh8s,https://www.google.com/maps/place/?q=place_id:ChIJ72c9n7ZvJDoRmPC2IzJRh8s,part_353,2026-09-20 20:18:18,2864
Jindal Panther TMT Dealer - Subham Traders | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94377 33516,https://www.jindalpanther.com/,,,"5Xq6+R9R, Kursud, Kandara, Odisha 767035",767032,20.1891393,82.9610776,ChIJqdJ4e33_JDoRwTme-sqfjbQ,https://www.google.com/maps/place/?q=place_id:ChIJqdJ4e33_JDoRwTme-sqfjbQ,part_353,2026-09-20 20:18:18,2865
Jindal Panther TMT Dealer - Bikash Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94370 24629,https://www.jindalpanther.com/,,,"Sudpara, Balangir, Odisha 767001",Sudpara,20.7087173,83.5024881,ChIJt9AcOFQPJDoRUN7mcn6mWQg,https://www.google.com/maps/place/?q=place_id:ChIJt9AcOFQPJDoRUN7mcn6mWQg,part_353,2026-09-20 20:18:18,2866
Jindal Panther TMT Dealer - Sushil Stores | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94379 60145,https://www.jindalpanther.com/,,,"Main Road, Harishankar Road, Odisha 767038",767032,20.6247325,82.76409009999999,ChIJT43j5GHJJToRPDGdqUYBk-k,https://www.google.com/maps/place/?q=place_id:ChIJT43j5GHJJToRPDGdqUYBk-k,part_353,2026-09-20 20:18:18,2867
Jindal Panther TMT Dealer - Madhava Enterprises|TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 99378 69400,https://www.jindalpanther.com/,5.0,,"Hilltown, Dewan Saheb Para, Bhawanipatna, Odisha 766001","Hilltown, Dewan Saheb Para",19.8917605,83.160517,ChIJJ1FptWTpJDoRNEQk1Yc9bfc,https://www.google.com/maps/place/?q=place_id:ChIJJ1FptWTpJDoRNEQk1Yc9bfc,part_353,2026-09-20 20:18:18,2868
Jindal Panther TMT Dealer - Trinath Sales | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 63707 11808,https://www.jindalpanther.com/,,,"Qwpg+R2C, Gundurupali, Odisha 767038",767032,20.787177699999997,82.9250079,ChIJ5ekFaxwtJDoRv16Zm6UjQrg,https://www.google.com/maps/place/?q=place_id:ChIJ5ekFaxwtJDoRv16Zm6UjQrg,part_353,2026-09-20 20:18:18,2869
Jindal Panther TMT Dealer - Triloki Supplier |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 70088 51692,https://www.jindalpanther.com/,,,"Word No 3, Harlon Complex, Main Road, Basumatipur, Odisha 766012",767032,19.956623999999998,83.219133,ChIJA_alV6vtJDoRrjcPr-0blqM,https://www.google.com/maps/place/?q=place_id:ChIJA_alV6vtJDoRrjcPr-0blqM,part_353,2026-09-20 20:18:18,2870
Jindal Panther TMT Dealer - Swastik Marketings | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94376 01234,https://www.jindalpanther.com/,,,"Khariar - Bhandarpuri Rd, Nuapada, Modasil, Odisha 766107",767032,20.2920223,82.7568366,ChIJ18P49HKvJToRTj74En-gtWs,https://www.google.com/maps/place/?q=place_id:ChIJ18P49HKvJToRTj74En-gtWs,part_353,2026-09-20 20:18:18,2871
Jindal Panther TMT Dealer - Jainam Enterprises | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 99372 78063,https://www.jindalpanther.com/,,,"Sub Post Office, Unnamed Road, Bangomunda, Odisha 767040",767032,20.342292399999998,82.9110735,ChIJp-_t0I9TJDoRo_94VFaP-G4,https://www.google.com/maps/place/?q=place_id:ChIJp-_t0I9TJDoRo_94VFaP-G4,part_353,2026-09-20 20:18:18,2872
Jindal Panther TMT Dealer - S.P Goel|TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 88954 77822,https://www.jindalpanther.com/,,,"Ward no 2, Sargiguda, Titilagarh, Odisha 767033",767032,20.286362099999998,83.16150859999999,ChIJD0wjgkVZJDoRbKoRxYUc4uQ,https://www.google.com/maps/place/?q=place_id:ChIJD0wjgkVZJDoRbKoRxYUc4uQ,part_353,2026-09-20 20:18:18,2873
Jindal Panther TMT Dealer - Jai Matadi Store |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 93483 68990,https://www.jindalpanther.com/,,,"Tarbha Hospital Rd, Bairasar, Odisha 767016",Bairasar,20.7415168,83.67256929999999,ChIJIbG4TPH3IzoRQZRWd-DX_gY,https://www.google.com/maps/place/?q=place_id:ChIJIbG4TPH3IzoRQZRWd-DX_gY,part_353,2026-09-20 20:18:18,2874
Jindal Panther TMT Dealer - Sri Krishna Rice Mill | TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94370 38041,https://www.jindalpanther.com/,,,"Sh 42, Patnagarh - Padmapur Rd, Patnagarh, Odisha 767025",767032,20.7075179,83.13456479999999,ChIJZRIQTq07JDoRKO4xtUk1iM4,https://www.google.com/maps/place/?q=place_id:ChIJZRIQTq07JDoRKO4xtUk1iM4,part_353,2026-09-20 20:18:18,2875
Jindal Panther TMT Dealer - Jayalaxmi Store |TMT Rebars & Sariya Supplier,TMT Steel and Iron Wholesaler,Iron & Steel Store,"Iron & Steel Store, Aggregate supplier, Building materials market, Building materials supplier, Iron works, Metal supplier, Steel distributor",767032,Odisha Circle,Sambalpur Region,Balangir Division,"Saintala S.O, Ampali B.O, Belgaon B.O",+91 94373 29826,https://www.jindalpanther.com/,,,"Narla - Lanjigarh Rd, Dengsargi, Narla Road, Odisha 766100",767032,20.0435955,83.37367859999999,ChIJKZ0k5XePJDoRkCkXVfn70wI,https://www.google.com/maps/place/?q=place_id:ChIJKZ0k5XePJDoRkCkXVfn70wI,part_353,2026-09-20 20:18:18,2876
